"path","provenance_class","classification_basis","sha256"
"SECURITY.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9fc8e88374310c99d9d47de486ce7ebabe8056317d56a6edcea9582e580d971e"
"skillopt/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0fe6d37dd5990da36b08acfc642c2283f78fdf51ad7adaacb4e00aa999c768c6"
"skillopt/behavior_compression/new_task_transfer/v1/__init__.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","2aabf2b7d3c7d7820a461d5ed26472a9f73b1be0eadcc030d932fcf83662460e"
"skillopt/behavior_compression/new_task_transfer/v1/chartqa_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","7945d0dd2f36f54d0d0f95869fde81edd9946f0c75726c35110baa495379f1bb"
"skillopt/behavior_compression/new_task_transfer/v1/chartqa_chunked_eval.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","beae63c7fc49aa8f8bd0ee32a0d44b5c22ebcd40c75afc98a8f7e6f362ecd779"
"skillopt/behavior_compression/new_task_transfer/v1/checkpoint.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","a5c80369b5e9c7bc2766db168f293b3f074824f08b74c3d78041d20db79121bf"
"skillopt/behavior_compression/new_task_transfer/v1/cross_composition.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","3b7edd1835028eaf264202f135b21ac1e4decbd51a0f2d45dca123e78a06090f"
"skillopt/behavior_compression/new_task_transfer/v1/data_audit.json","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","9a6e6a4f2ff0897f8846d671c1c79fd0ddbc9ba4678aeb1ed03b820df52aded4"
"skillopt/behavior_compression/new_task_transfer/v1/drop_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","026be66922dacb892126ae2d20444a08715233df155b682805b4d36370c7b220"
"skillopt/behavior_compression/new_task_transfer/v1/drop_chunked_eval.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","befc20871639c57458686397ad9cde5e531c303b892a68604ff88a90b9864731"
"skillopt/behavior_compression/new_task_transfer/v1/evaluate_cross_composition.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","c64379b80d3bede6a64685f0be0df5adca53e9b1c06197aa273398af14fb6d7b"
"skillopt/behavior_compression/new_task_transfer/v1/evaluation.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","a380462668eba6a317d5d3f6624163260710da5f3492c155042b28dee2e79a6c"
"skillopt/behavior_compression/new_task_transfer/v1/final_protocol.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","23fda56dc8620f66c9685acf5d228e6b058b477e4ed91a569102ecb181660042"
"skillopt/behavior_compression/new_task_transfer/v1/model.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","4eff09cc9db30f87bd3b1866c5e31940d690039c120599515e56c6312a4c8939"
"skillopt/behavior_compression/new_task_transfer/v1/README.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","ac16a83b37a114883c23307c3cc12cc2757e712271ed010e4c348bcb747213f7"
"skillopt/behavior_compression/new_task_transfer/v1/stage3_progress.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","1e95813d9c4ad40312c9b86fbe84dc07e872a4df9177e098c8036433c8f57550"
"skillopt/behavior_compression/new_task_transfer/v1/tokenizer_audit.json","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","a9b2f033955ba9cad568cfe2e51d6ac0c5e3f2ccf24977b9e3c63eae18a5b702"
"skillopt/behavior_compression/new_task_transfer/v1/train.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","2881aeda5355e31858a1e3aa0e6307a9eac744168a40c3311dbe7d6d078de1dd"
"skillopt/behavior_compression/new_task_transfer/v1/train_core.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","49ba16631f028af398a3ece60aecbe2ee18fcbcbe16b6a150dcfce6d9f7596f3"
"skillopt/behavior_compression/new_task_transfer/v1/train_state.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","1c3ba162e5ef7ef1e2ad3fa1fa5856ae6cfa0f2b4bb69badd25c2cc69aa4a94a"
"skillopt/behavior_compression/v1/baseline_registry.json","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","07083acb0e7f021c245e56de9e3af5663be893aa941c968ce5785999cc02e581"
"skillopt/behavior_compression/v1/docvqa_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","f080ee7a3841cf49f6d9cefc1918ef481bbc7c8eea59aa67ee8fe797265b6972"
"skillopt/behavior_compression/v1/livemath_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","500c83c6d11aba50bf6eb0b9199d601c85b57c00e87e2ca3f680ba55c4576ba2"
"skillopt/behavior_compression/v1/provenance.json","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","c3d36eecec9b1341242deedf858bf4184af5eb74a18e39494604fb9a8edf1a41"
"skillopt/behavior_compression/v1/README.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","17746591f79dc788650566d28173c11d4847b046f7430092d6aa6508229a79cd"
"skillopt/behavior_compression/v1/searchqa_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","dd2d9195cedeaa96d7ef6d8d47e27336010eab2d051eb9c7597ee8219a5c8afe"
"skillopt/behavior_compression/v1/shared_behavior.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","469b20d49e14e70db25fe64e485cdfa58b20f794e2be277c48ce7a0aafed22ec"
"skillopt/behavior_compression/v1/tokenizer_audit.json","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","e8e960de96ad97b7bd8838e6e0885ed3c0dc107242b332a68a5377dafb2df843"
"skillopt/config.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","eca1a7bf34c189f5a7e9c7e9d3b038efc4eeb9e1656c4e99e6750cd1733db890"
"skillopt/datasets/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","63ae4b890df746b7455c9ff8e64992f00470f26d0562deb891c44a7af5f4f8d4"
"skillopt/datasets/base.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9b5f12d237a8d07b040436f48de97174649b29e623f358054517d667498a5da0"
"skillopt/engine/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","c93455e69eebb40611c882408827c6500fd8f5ee0df418f424d295a2fae4af41"
"skillopt/engine/trainer.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","1eb2ee7504dae25870656d71ba4e66a080913073d9d252ed2dbe882db5cd0432"
"skillopt/envs/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","41d7e1da20ad2ad95bfcf38c243b0536aa0929a6b9e5125ff0685b789f67267c"
"skillopt/envs/_template/config_template.yaml","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","06cecf4aed4b0fc5483a3abb9ca8be55d51041e6c21c6c4e205ab22c89829bf3"
"skillopt/envs/_template/env_template.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9aced7c2704e39c7b7339927b1a42ce0991db4e2fe6675ada6c1efda52c0e3ee"
"skillopt/envs/_template/loader_template.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","47f45733c560d0cc1bfd0745ef080264b7089546f3ee2c4593fb6520243f8246"
"skillopt/envs/_template/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","2606f93a7e146d5546d347606956d0df7f082f70b1259eb8f173e208babadefe"
"skillopt/envs/alfworld/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","aea30a29c91e61cb758cee0e418284c6244b52e9497ce86dc756a860ac7fc2a9"
"skillopt/envs/alfworld/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","06a46f23e114c5475b9dab53b6bd31dd08a389a9174a25fb5579a744711917a0"
"skillopt/envs/alfworld/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","dbdfaa389b0edb553bbf1a8956e5bfb7ba9c2ef19048ea0d2110fceabce2cbeb"
"skillopt/envs/alfworld/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","17ff7babd54b89d7d4e67a0cdf8c65d354ad179c539c22683e5a86b4d2751156"
"skillopt/envs/alfworld/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4577044cb0ec184b5b97a83dd214a33e37148ed5bb413a7df81a3b587703ddf1"
"skillopt/envs/alfworld/prompts/rollout_no_history.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9a76bdc7ee75f85c89b6d734f846179a2236d35f80426f9c43c61c506cbbedc9"
"skillopt/envs/alfworld/prompts/rollout_with_history.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","e3a9003d286bbe05dd2ddb0806d5937de1a2200ddcab7d198af8ec0a1c36d345"
"skillopt/envs/alfworld/prompts/rollout_with_memory.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9c4467e210dd124ccdd3f156827decb028aa5c2b5bb6e21578dc23c860f8f9e7"
"skillopt/envs/alfworld/reflect.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","527254a673d702dbeb48e9a1ea657b2253dadb13633bd8da34cf8bcdb2c8d5e1"
"skillopt/envs/alfworld/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a6e857dcf28f492d0a12be40af1ba0598db321d28df49727c52d8b8ea775aef6"
"skillopt/envs/alfworld/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","20e6284ce89c40c99792855a263d899fa1f15f99cf8a90e72cdc6ac2427afa14"
"skillopt/envs/alfworld/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/envs/alfworld/vendor/__init__.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","a402435cd95f68d44d7c8251e63962af6f456bfaf72b22b410f7306f8f0705f2"
"skillopt/envs/alfworld/vendor/alfworld_envs.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","083df9801d36b7bf2206ad2e109c86af744d902dafefa356a1c44b472f493dda"
"skillopt/envs/alfworld/vendor/alfworld_projection.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","0ffa5fd7d6c0d2801b8fcedb7a5eae0846d28a379bd10426e8fa0a608acad3c6"
"skillopt/envs/alfworld/vendor/alfworld_prompts.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","ef51a66fb3a5a7e9fb405b05aced19d13f5f9eec71c09a48ee3d00b8e146718f"
"skillopt/envs/alfworld/vendor/config_tw.yaml","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","dbbe8c16527b430bae08b4e902c97ac3701282557ce7b02d074f685091eac638"
"skillopt/envs/alfworld/vendor/env_base.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","1380902b3ab090e7aecafb29440f09bfdc7f00575800bcbcb1bfa3f11d93fb91"
"skillopt/envs/alfworld/vendor/env_manager.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","1da268e2db646ec7ee44268d64d9932e9b4f555eddb8c24fa12bdde5a260ffc0"
"skillopt/envs/alfworld/vendor/memory.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","6056f5318cd3958de18048c72765f967abbfa552ed1fcc7dba508212e5820cfd"
"skillopt/envs/base.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","cfa24d661fed56268abc899bfe6b7ed413b2e081b44afce397da86532162896f"
"skillopt/envs/chartqa/__init__.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","49c0ca2879386601f4ff105d2ab2e840ef80c98019c82f500a5d8857354d7e9f"
"skillopt/envs/chartqa/data.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","7c17d32dcb7d8239f7e67ff3072b56a9a40e5eaeb6a563a292bbfd4770f89289"
"skillopt/envs/chartqa/evaluator.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","e534c5a879d43faccca7a04fa3c47bb549953ae53bbd9c323764b123711b4747"
"skillopt/envs/docvqa/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","1f4d50d2a65967407ae4768ff48f5a243f42f944db0e26f602ba7010123448a3"
"skillopt/envs/docvqa/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8e05ebbc7f6beb2f82a74f7b6eb8c3388aef454d9c7219ba2df9e5568f712809"
"skillopt/envs/docvqa/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","2e8447ef83a028e5fa2f2443b547d8922cd8f9e2ec973b490461fd496576536f"
"skillopt/envs/docvqa/evaluator.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9d408b8cbc5f152e0998e6392db7c01e9938a5766dfd0ad6fb3d75bd5a829fac"
"skillopt/envs/docvqa/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","3e5385a155d4d48e6158bcc1f4d3c10022a05067766c0e2c1c7a6c24e29d34b3"
"skillopt/envs/docvqa/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","55b0908ef7bba3ac26910627019e439390f41c2a61e3563564bce0c0b11a0937"
"skillopt/envs/docvqa/prompts/rollout_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","63448973056e93b20b7410a2ab892f561267412d82661bb2077c776ec134759a"
"skillopt/envs/docvqa/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","da56c3328d35d6ec26a42c769ee18a8c87c3c694e8dbe2cd3fbc522ce7f3ab9e"
"skillopt/envs/docvqa/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","992fcdef374c9632acb8d01581545342242ddd5f539e5a95879303bcd25d9c1a"
"skillopt/envs/docvqa/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/envs/drop/__init__.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","39cd0a5717744ef89d291367fcded83540e492c9ee19a08519e32a66237d52f4"
"skillopt/envs/drop/data.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","3e37614edef6b5e6a3418f1400bc2017ae319d9d5a52edfb2595f7e7b74df9a1"
"skillopt/envs/drop/evaluator.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","0652b9beefe629934b70a212dedc47292c4d6df71bd325bc333eae03affcc34e"
"skillopt/envs/livemathematicianbench/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","bc8dac4e103adda8a872e00de01fd213df607bf6e9f102ade62c8bf9062263c5"
"skillopt/envs/livemathematicianbench/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","ffa019936a26ae822c0ab2ed5d45152b5c8f0e7c9f8bfef96d516b6eb49561d0"
"skillopt/envs/livemathematicianbench/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","44f52ac3edd118d4918b55ce81c3fff7e5907738ce3d6a3156ae778c01f10f63"
"skillopt/envs/livemathematicianbench/evaluator.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7cf49d87e9130829344f777a17ac9962faca80eddafc375daa758ff87e42bc20"
"skillopt/envs/livemathematicianbench/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","246deef12cd0defea19389cbece4722f2370f3343fc8e8f08b9e934830680a82"
"skillopt/envs/livemathematicianbench/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","174a653860b68437c38fff946e754f83615cf02d74263a42b09fd89bb85ad609"
"skillopt/envs/livemathematicianbench/prompts/rollout_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","fa12abd13bc1dd8a746a92eab048a1c006e21fadf73ffa6cc0d8b4493dfb5be9"
"skillopt/envs/livemathematicianbench/reflect.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d3fcf3475a5e596a313810abee9db5d0ac68825e6ef2d4a057ee706e0584dd2b"
"skillopt/envs/livemathematicianbench/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","e18d2536424f86910b9be191fd0ddb2704185ed9cd2d1ae63ad88a6a029a58af"
"skillopt/envs/livemathematicianbench/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a6180ba122f146ecba5fcf107ea3f983bf97ad412a3a248b10a0a5c9a50a1b96"
"skillopt/envs/livemathematicianbench/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/envs/officeqa/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","c54c00a79f8b44f421a0e23abc3f98a481ff843e19d1b841ce04ecdda141bfaf"
"skillopt/envs/officeqa/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0b35379edc6abf79c55338a44bd3f9c43a7087a2d392ff3b8742e007811624f6"
"skillopt/envs/officeqa/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0da71d8586c201334547de9ff37dbee675a484add3cf59d81e7653df279554b5"
"skillopt/envs/officeqa/evaluator.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7b37ce9c82f933f5c96bb5eff6e61cc0a1074b372f610edce82ab590815e3178"
"skillopt/envs/officeqa/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4a320289552d8b19c46996c25f9bcbfa3f5463f9542a5be50c4d4fa474c872ca"
"skillopt/envs/officeqa/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4496bf9349f24fe655ef63671511af9b3dee0eb2966513a0babd732180c0e1ca"
"skillopt/envs/officeqa/prompts/rollout_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","6a21f2bfc51047b56387ee7abee7c474e39366ad9a9c06ee21af96a0955de3fb"
"skillopt/envs/officeqa/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4b5f3daa18bfd8bedc70005b4fbb450ee081a181632f484b469ebeaf6951cd9c"
"skillopt/envs/officeqa/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7271eda331f41fb5380772afb316e324f74f5fe3cc90f6c0f9882240f06b7af5"
"skillopt/envs/officeqa/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/envs/officeqa/tool_runtime.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0d40902bfebb9be74214aa834c2e58f08cfe00e030fb966efe26e7943c208c19"
"skillopt/envs/searchqa/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f20da2b02d9a2aaf3d7b5da4bf66c4283b9c76abb5c780279f5655eadec47b4"
"skillopt/envs/searchqa/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","41322237f483d5b95f4bbf12d286ac15e9f34de30d41f3f6676d8116a6c92d7a"
"skillopt/envs/searchqa/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","267e36cb0c02b655aca228dac9e84b30f16fa10f5ce121d242c55fbf144fa1de"
"skillopt/envs/searchqa/evaluator.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","6ebb64a3247544f7ea9c8d345ab81947514dab5f5c15b12f6ca01540db300baa"
"skillopt/envs/searchqa/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","136ed294949ce528401fe5c8781158105a0b328f874ebc8dad5404625bd510a2"
"skillopt/envs/searchqa/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","6dad91eeefdee11b1140f66405680b2e5d59da83977e731df611c6b0023a2809"
"skillopt/envs/searchqa/prompts/rollout_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","5c0edac102df979ad00380d9cfd774386f07f1f32af2dd5dacd208e8824dab94"
"skillopt/envs/searchqa/reflect.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9bcb7e47f57c742471fa6957882806461a638216e9ff1d51bdc82cfe5986f060"
"skillopt/envs/searchqa/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d8eafc5731d86f4541b1c947d644c34c90279806c26f5a07dea4dfecafa927f2"
"skillopt/envs/searchqa/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","cb6afebe66537d015104dcd91ab104d8fb4aa74c01140e47236a668e07f5da60"
"skillopt/envs/searchqa/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/envs/spreadsheetbench/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","6e7f6eca9a270676d08ef7c8221162b728633e71c3f0333b6ae482b39f4f6484"
"skillopt/envs/spreadsheetbench/adapter.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","209f97adf4a20f40f44a828a4eb528fc17a51892ae1c1d2177f3681dbdbe85bf"
"skillopt/envs/spreadsheetbench/codegen_agent.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","509b1fcb40b5882d56e5438ba8bced17fcd0a56e8c6f152e3a4995a01975e48b"
"skillopt/envs/spreadsheetbench/dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8d9428faf45aba04b474851278950916a2ed869f76f1340ae1d94c6c319d19a8"
"skillopt/envs/spreadsheetbench/evaluator.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","2cf903612d1bcf6169d228497b68c63882c639ad3a3ef9d24316d8b29b27e314"
"skillopt/envs/spreadsheetbench/executor.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a4237c4e7018bb78e1b01abebac9751755627ff0dd61d62c4f7a69bec9fbed75"
"skillopt/envs/spreadsheetbench/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8bb750ebeb178d0572624939591882f876b2ca3a75d144859110c3eeb9f6b560"
"skillopt/envs/spreadsheetbench/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","eeb1a2d2e544c565e47aab959acc38601e415d1c55acb823f15139c3ba95e62d"
"skillopt/envs/spreadsheetbench/prompts/codegen_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a8b561ebd38fc384035cd7e9210ad679e6f84ad581233f0d51a2086e96f690b4"
"skillopt/envs/spreadsheetbench/prompts/critical_rules.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","962da78f0fd598eff344462a25467ddb7464d9f87ee35e95278c68fe882c5270"
"skillopt/envs/spreadsheetbench/prompts/react_system.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","770c9bd7e83e5e87f1c3cea5cd7f85b035fce706953a6c9eda2bf52d9fc11352"
"skillopt/envs/spreadsheetbench/react_agent.py","third_party_vendored_or_adapted","Path-specific third-party notice; verify exact upstream revision/license before public release","1365860bf839a4ab9da386c7ed2d7fb8d0a0cc550202a0d9029cb9dd7ce96f45"
"skillopt/envs/spreadsheetbench/reflect.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f7fb55fd8725e85f1b80df9fa759644a06e540b841fb3f55451343d8e2de755"
"skillopt/envs/spreadsheetbench/rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","dea1813c0c9616fdbdc596bf2890c69bdabc81812f35edcf87b343deb414e20c"
"skillopt/envs/spreadsheetbench/skills/initial.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4a2645fa05bd47eb5e781b3c168c22c545ad825e55530bf382487f7c819c89be"
"skillopt/envs/spreadsheetbench/skills/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0f500712648fa45f5f2a98095907b062a67b0c7cb4970edfd7918a1d9a236dc0"
"skillopt/evaluation/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a06bd047ec290eec1dd872b29be4617d547c9aed428bc2edecbdfcbaf2eb214d"
"skillopt/evaluation/gate.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","18d509f9ece024372196bd74a8d8ad5625c88059e9900533756e0bda66936a29"
"skillopt/gradient/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4b34f1847bebf75690821e08fbef1339aea8c86619fa2efe927c51148b10a123"
"skillopt/gradient/aggregate.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d85e7142b9991bf85108280620ecbeafcc3e9b18b040540934d0b7942cd5801e"
"skillopt/gradient/reflect.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","97780b8d6939284462700c77ef20425148a39b7b74081e476b95794b6ac350ff"
"skillopt/model/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8b7b567aea782454188cf967bb8b4d25ae8777af67579d8aa5edd81761c35204"
"skillopt/model/azure_openai.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","577eee8d7dfe20df2097165e1d6d781f34e46139c2dadd7316c2ce7d73523385"
"skillopt/model/backend_config.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","b2fff05216e5d22d51629faf1ae2d8aa90ef3a3460eeae2d243c7c712f0a5de9"
"skillopt/model/claude_backend.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","5033fdeaad8a385be2a959f5751ffb60242f2dd60b6b1d1539e086a29083f8be"
"skillopt/model/codex_backend.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","2aded0681e8e72a8afe7f7b45c95843a25fa746cf6090e16e5a7f67530cffad8"
"skillopt/model/codex_harness.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","43866241ca79c90a8f271e0712a25b50238ba22530725946b190f73ac5f98914"
"skillopt/model/common.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","89f394f19242f81e71b197f0efe1f51c0556ed740de620cb64fb3dc3b07be20c"
"skillopt/model/minimax_backend.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","02e86e6d44c9b941887f1af1f316d40457a4fcf4fb2a8681eaa6feb25cf9bffd"
"skillopt/model/qwen_backend.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","fe12c8181554420e7ca22a982a7c7a91d938572fa2d191cea57b6ba59fc49b7b"
"skillopt/model/router.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","3012e4b32525dca430c380b863043be169683e509761e7a10aafcfe8bbc59c6c"
"skillopt/optimizer/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","b289a809bfecaff3d7340d0c1c164236d2fde693b72d8d6efc347362ec9fddd4"
"skillopt/optimizer/clip.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","115f4d970128c0a9a873e11a599ad76ce0663b587909c13b1836827545a059e3"
